name,id,genre,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Rill Rill,3GbjOImkNo5nFT2GQxVr11,r-n-b,Sleigh Bells,56.0,0.468,0.812,1,-3.44,0,0.0491,0.0372,1.46e-06,0.0688,0.789,72.987,3
The Way You Used To Do,52LL3IFB8N3PaJmoZ8Xii1,r-n-b,Queens of the Stone Age,65.0,0.482,0.843,0,-5.909,1,0.288,0.0103,0.103,0.362,0.433,97.907,0
Run It Up (feat. Offset & Moneybagg Yo),5pmvv42h1bcK3frE8CEblt,r-n-b,Lil Tjay,62.0,0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031,1
My Girls,2gE0khQ948RYQOeTgCUL2a,r-n-b,Animal Collective,56.0,0.508,0.953,4,-6.031,0,0.0806,0.256,0.0445,0.929,0.555,119.973,2
Making Plans For Nigel,1XT5kxg6Tk0ukCO2vBQN4v,r-n-b,XTC,63.0,0.632,0.893,7,-6.04,1,0.0455,0.0143,5.24e-06,0.0741,0.773,149.97,1
Then He Kissed Me,7jeOETwLUP84mPQzxlD5nh,r-n-b,The Crystals,62.0,0.431,0.678,4,-7.945,1,0.0365,0.7,6.37e-06,0.199,0.633,135.919,1
I Like The Way,0flZtKtmkZMNqFF7V7Yfmu,r-n-b,Hi-Five,56.0,0.724,0.692,1,-5.109,1,0.0333,0.0595,0.0108,0.0316,0.732,104.086,1
Me & Magdalena,1XxRYmDKuABtbtCozx3pA2,r-n-b,The Monkees,60.0,0.738,0.43,7,-9.749,1,0.0295,0.377,1.03e-05,0.0945,0.374,114.992,4
Bad Luck,35spty9m0U8K84sSSJs9cQ,r-n-b,Sleepy Hallow,57.0,0.814,0.392,1,-5.49,0,0.433,0.637,0.0,0.129,0.624,93.061,0
Cash App,4nwnF7J7LFvACEh3O9EKiW,r-n-b,22Gz,58.0,0.895,0.6,1,-4.612,1,0.416,0.144,0.0,0.101,0.119,139.882,0
Oiga,2kPmtoTWr2vusy8qw1iFiB,r-n-b,Joan Sebastian,64.0,0.659,0.494,0,-7.768,1,0.0238,0.707,0.0,0.295,0.354,103.591,4
Me Rindo,763m9Csnr97OvhnAej8iDQ,r-n-b,Banda Carnaval,62.0,0.801,0.399,10,-5.398,1,0.0363,0.673,0.00026,0.0979,0.741,115.92,1
La Magia de Tus Ojos,16DU79T2PdFSdGf0Z59rr5,r-n-b,Joss Favela,64.0,0.778,0.445,9,-7.003,1,0.0338,0.75,0.0,0.117,0.73,116.447,1
"Eat, Sleep, Wake (Nothing But You)",3nClCcBmn9NnrRQkQTkx1J,r-n-b,Bombay Bicycle Club,66.0,0.596,0.807,1,-7.893,0,0.028,0.000132,0.264,0.312,0.288,117.016,3
Big Girls Don't Cry,00meczE1jpLTX0BBzIGrAR,r-n-b,Frankie Valli & The Four Seasons,60.0,0.764,0.84,2,-5.023,1,0.0672,0.393,8.64e-06,0.0686,0.843,130.276,1
Only the Lonely,0PkBTqRtN25z3oKasWoKlj,r-n-b,Roy Orbison,64.0,0.57,0.529,5,-10.769,1,0.028,0.377,0.00509,0.203,0.934,123.273,1
Louise,6iAu1ZHWQT8VmSQWZM40m7,r-n-b,Mipso,57.0,0.631,0.354,10,-10.913,1,0.0324,0.722,1.66e-06,0.171,0.521,89.994,4
La Ley De La Vida,0B0vC9ItsWMUahbFN7a01H,r-n-b,"Luis Angel ""El Flaco""",64.0,0.805,0.765,3,-2.858,1,0.0396,0.533,0.0,0.092,0.965,117.504,1
#41,2nklcPJ3YhYJfC2ibStXz9,r-n-b,Dave Matthews Band,55.0,0.577,0.726,4,-8.011,0,0.0299,0.00199,0.0386,0.158,0.764,107.416,3
Pump It Up,7tDbbfzB1d52lWP8rq8zRZ,r-n-b,Joe Budden,63.0,0.484,0.847,6,-5.042,1,0.349,0.0373,0.0,0.118,0.67,105.048,0
Hood Rich,5fE4atLXhuXBOyZ05xV20o,r-n-b,Lil Tjay,60.0,0.745,0.667,2,-6.228,1,0.129,0.479,0.0,0.137,0.391,97.525,1
Anthems For A Seventeen Year-Old Girl,0VXp4zDspR993l2hIKW17g,r-n-b,Broken Social Scene,59.0,0.466,0.446,4,-9.415,1,0.0322,0.229,0.0168,0.125,0.403,80.154,4
Shotgun,6VzM9C7CXyn1BQdgTJVqDx,r-n-b,Jr. Walker & The All Stars,59.0,0.751,0.683,1,-5.771,1,0.0338,0.155,7.85e-06,0.0611,0.631,120.983,1
Stay High,5zFaNeTwCtsBbMc72FtXVo,r-n-b,Brittany Howard,54.0,0.598,0.853,9,-5.373,1,0.0545,0.132,0.00297,0.132,0.312,121.988,1
De Esta Sierra a la Otra Sierra,3PZhQuCE3JkYvU1Tx1Xtbp,r-n-b,El As De La Sierra,58.0,0.599,0.554,8,-7.487,1,0.0536,0.291,0.000652,0.104,0.984,144.464,1
200 Pies (feat. 2 Chainz),7FoLi3HouGfytmOekWmglN,r-n-b,Conway the Machine,58.0,0.598,0.431,2,-12.261,1,0.358,0.701,1.48e-05,0.165,0.504,74.093,0
No One Knows,6qS04no9s93xryizOrZ4ru,r-n-b,Queens of the Stone Age,62.0,0.518,0.547,0,-5.312,1,0.0493,0.0106,0.000111,0.071,0.71,170.944,2
Chicken,5Sk8EPMP5YtH9FAWRENVCM,r-n-b,Sleepy Hallow,57.0,0.856,0.567,3,-6.939,1,0.353,0.262,0.0,0.266,0.888,133.96,0
Disculpe Usted,0uYmSZoLXmxBkvsH4jGQRY,r-n-b,"Sergio Vega ""El Shaka""",66.0,0.664,0.498,0,-4.555,1,0.0661,0.605,0.0,0.089,0.966,156.799,1
The Great Pretender,2FkCjtQ1lYsf71s2FAS8hE,r-n-b,The Platters,63.0,0.425,0.401,7,-9.427,1,0.0315,0.943,3.44e-06,0.072,0.531,115.71,4
Eyes,1a9czdo8IX5InOiSOg6xpv,r-n-b,Rogue Wave,59.0,0.642,0.462,1,-8.026,1,0.0294,0.821,2.51e-06,0.106,0.484,130.015,4
Mr. Sandman,1T3tP6HvCgDF8ewpRqwM1e,r-n-b,The Chordettes,59.0,0.616,0.426,9,-8.399,1,0.0421,0.634,0.0,0.0695,0.589,110.395,4
Beyond the Sea,2EIaO5knwUA3F2qnf9LV3S,r-n-b,Bobby Darin,60.0,0.521,0.516,2,-7.456,0,0.0369,0.723,0.0,0.257,0.569,136.483,3
The Day I Tried To Live,78YJJJH55MSyk7547100sW,r-n-b,Soundgarden,60.0,0.472,0.752,0,-6.051,1,0.0555,0.000164,0.181,0.0903,0.305,133.248,2
Stronger Than Me,5FNDpQSkgFiRdUKGfagIRJ,r-n-b,Amy Winehouse,54.0,0.884,0.51,9,-4.679,0,0.0392,0.0436,0.000333,0.0615,0.855,91.453,3
Encontrarte,54MQccz1gOXQDrHP0hR6AV,r-n-b,Banda Carnaval,65.0,0.648,0.59,2,-5.199,1,0.0301,0.338,0.0,0.338,0.874,144.942,1
Good Lovin' - Single Version,0XnhQGfqfi5CnZXcONJuI5,r-n-b,The Young Rascals,58.0,0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.816,196.494,2
No Le Hago Falta,2bpmteM9wnfynV1MNkI898,r-n-b,Banda Los Recoditos,64.0,0.742,0.4,8,-5.754,1,0.0357,0.334,1.56e-05,0.105,0.705,125.854,1
El Rey del Mundo,2a7a9nxQMbOVOldKwOs85B,r-n-b,El Fantasma,59.0,0.594,0.375,3,-7.21,1,0.0838,0.754,0.0,0.0853,0.844,151.891,4
Tears Dry On Their Own,6yLX8QnxlnEqZfs3YKCfjF,r-n-b,Amy Winehouse,65.0,0.643,0.871,1,-2.734,0,0.118,0.491,0.0,0.29,0.452,121.569,3
Regresa Hermosa,13owSDdId4auyDUXxS7H8i,r-n-b,Gerardo Ortiz,62.0,0.631,0.525,8,-4.251,1,0.0406,0.742,0.0,0.0746,0.9,158.078,1
Alone - Live at Red Rocks,7uAbivUwot0JcdMoZeMpK5,r-n-b,Trampled by Turtles,55.0,0.285,0.726,0,-4.831,1,0.0329,0.098,0.123,0.749,0.162,135.128,2
Treeshin',4UGriy4ErXi4tRvxGGHXKQ,r-n-b,Rah Swish,56.0,0.885,0.608,1,-8.151,1,0.386,0.179,0.0,0.11,0.656,147.034,0
He Can Only Hold Her,3eVo0wD4kGwF3gshtecZso,r-n-b,Amy Winehouse,65.0,0.626,0.504,11,-14.978,1,0.073,0.021,0.00843,0.0684,0.713,98.391,1
Ojalá Que Te Vaya Mal,5ZEqGN0vaE16OAikeKxcEP,r-n-b,Larry Hernández,59.0,0.687,0.463,4,-6.278,0,0.0873,0.534,1.44e-06,0.119,0.879,168.99,3
Sisyphus,403vzOZN0tETDpvFipkNIL,r-n-b,Andrew Bird,63.0,0.631,0.792,0,-4.364,0,0.0427,0.23,0.000317,0.0756,0.462,82.901,3
Crowns for Kings (Feat. Black Thought),0FQeZmAKQLLnZC5iTN6JuR,r-n-b,Benny The Butcher,56.0,0.485,0.91,7,-4.426,1,0.2,0.142,0.0,0.204,0.583,87.646,1
Wuthering Heights,5YSI1311X8t31PBjkBG4CZ,r-n-b,Kate Bush,70.0,0.481,0.392,1,-11.381,1,0.0312,0.366,0.0452,0.124,0.52,124.572,4
Another Saturday Night,5z8DiKSG4EwxmO6gUi12rZ,r-n-b,Sam Cooke,59.0,0.776,0.659,9,-7.767,1,0.051,0.434,0.0,0.0868,0.969,123.094,1
Come Softly To Me,603N4XGJUTbK760GLCvIIs,r-n-b,The Fleetwoods,58.0,0.601,0.095,1,-18.478,1,0.0374,0.93,0.000285,0.116,0.672,122.975,4
Me Vale Perderte,7vGQEIawCCHIEo214TmOzf,r-n-b,Banda Rancho Viejo De Julio Aramburo La Bandononona,60.0,0.745,0.665,0,-5.188,1,0.0363,0.156,0.0,0.0778,0.972,114.985,1
Dream That I Had,1Nfht0uva6GtUwZB05aHcr,r-n-b,Lil Tjay,59.0,0.779,0.543,7,-10.763,0,0.0889,0.0195,0.0,0.0996,0.33,109.952,3
El Pelo Chino,5aEB9XqxVvaYZMtjVL9n9q,r-n-b,Gerardo Ortiz,61.0,0.638,0.761,9,-7.731,1,0.0524,0.512,0.0,0.0515,0.966,163.821,1
Gang Gang,036UfY22ma3Qs80k5gafkd,r-n-b,Lil Tjay,60.0,0.834,0.489,5,-11.035,0,0.381,0.176,0.0,0.142,0.554,130.962,0
Mañana Voy A Conquistarla,5GFb9XV4WnIQZ3H6dr9lbd,r-n-b,Gerardo Ortiz,62.0,0.52,0.748,8,-5.222,0,0.0901,0.269,0.0,0.117,0.596,82.206,3
Will You Still Love Me Tomorrow? - 2011,0LbK1bodGLc9xmV1cS9jvL,r-n-b,Amy Winehouse,65.0,0.587,0.624,0,-4.657,1,0.025,0.161,0.000191,0.118,0.251,93.428,1
You're Gonna Miss Me,1yLsZ8fuQJqk2cm1VDWTGb,r-n-b,Connie Francis,60.0,0.327,0.262,5,-9.49,1,0.0446,0.85,0.0,0.193,0.421,190.806,4
Me & Mr Jones,5RqIM2vv5nw2PGJBqPD8Rg,r-n-b,Amy Winehouse,59.0,0.59,0.803,4,-2.518,1,0.085,0.537,0.0,0.105,0.477,87.851,1
Ice Cold,2GvLrzHFkubyVdc7Yv8fOD,r-n-b,Lil Tjay,59.0,0.591,0.627,1,-6.117,1,0.157,0.0696,0.0,0.127,0.0717,175.871,2
Roma Fade,5fMZ4cDsfhxR7gnFdtrWCy,r-n-b,Andrew Bird,62.0,0.594,0.689,2,-8.395,0,0.0393,0.302,0.0173,0.0869,0.76,138.4,3
I'm Still In Love With You,46LEQkbfPT5x2ZanS3STg5,r-n-b,New Edition,56.0,0.741,0.519,8,-4.683,0,0.0351,0.426,0.0,0.318,0.418,134.294,3
Ya Te Superé,5Vinp25dMne0uJwtS6SImg,r-n-b,Banda Renovacion,62.0,0.528,0.47,5,-5.816,1,0.0516,0.399,0.0,0.325,0.855,139.987,1
Típico Clásico,1gZglBXhwXr3XJRWbBwSId,r-n-b,El Mimoso Luis Antonio López,66.0,0.757,0.443,0,-4.176,1,0.0385,0.619,0.0,0.079,0.932,130.084,1
"Hell on Earth, Pt. 2 (feat. Benny The Butcher & Conway The Machine)",3vonKK5uOX4mHb22A1JLi6,r-n-b,Westside Gunn,57.0,0.429,0.801,1,-7.307,1,0.397,0.408,0.0,0.0984,0.428,75.72,0
El Que Te Amó,0I1XttomGvSyEtz2xfXnnP,r-n-b,"Luis Angel ""El Flaco""",65.0,0.699,0.501,2,-5.482,0,0.0495,0.311,1.66e-06,0.141,0.472,119.897,3
A Mí Me Esta Doliendo,01dVdmSV7eaVgRzUAi6o13,r-n-b,Banda MS de Sergio Lizárraga,64.0,0.779,0.389,10,-6.278,1,0.0312,0.248,5.13e-06,0.0641,0.674,114.941,1
Twilight Zone,5DPpbYqJi4OfgnV8fz1JsQ,r-n-b,Golden Earring,55.0,0.666,0.667,11,-9.486,0,0.0388,0.00394,0.000148,0.0733,0.558,118.556,3
The Wolves,6Q4GtzdnpQohD8JtEzRW1R,r-n-b,Mandolin Orange,58.0,0.583,0.339,2,-14.209,1,0.0368,0.858,0.042,0.129,0.341,78.129,4
Where Are You Going,5EjZXJ4nVpw7uI6eso1SFS,r-n-b,Dave Matthews Band,54.0,0.444,0.583,7,-8.121,1,0.0259,0.5,0.15,0.105,0.258,97.492,4
Every Kinda People,38E7U60ipLSTVDcPIuVzZw,r-n-b,Robert Palmer,65.0,0.573,0.545,6,-12.636,1,0.0436,0.228,0.000169,0.0466,0.95,94.404,1
Aunque Te Duela,6Ng777bqg8fwA7N7GyUDYm,r-n-b,Fidel Rueda,65.0,0.817,0.656,5,-5.427,1,0.0399,0.521,0.0,0.0594,0.777,94.976,1
Blow Up The Outside World,5TLA7O0ogTqwZHbS3ERabw,r-n-b,Soundgarden,59.0,0.33,0.529,9,-10.043,1,0.0358,0.000807,0.214,0.126,0.148,140.156,2
Keep Your Head Up,5fpEDGQX0Ah3utGnFYulQZ,r-n-b,Ben Howard,68.0,0.508,0.596,4,-9.034,0,0.0334,0.439,9.84e-06,0.111,0.4,79.359,3
Radar Love,4Zau4QvgyxWiWQ5KQrwL43,r-n-b,Golden Earring,63.0,0.504,0.719,1,-9.155,0,0.0431,0.00878,0.00149,0.075,0.177,102.144,3
Sin Evidencia,62w2zglpnJApdA3VqepzBZ,r-n-b,Banda MS de Sergio Lizárraga,63.0,0.735,0.572,8,-6.376,1,0.0407,0.517,0.000315,0.0753,0.972,150.054,1
Cliffs Of Dover - Instrumental,5qm0KiVKMXW1kq6VrnIhz5,r-n-b,Eric Johnson,62.0,0.449,0.775,7,-12.029,1,0.0405,0.162,0.149,0.248,0.313,94.907,1
El Lujo de Tenerte,3RS7iIReKd9yd2j7lfID5z,r-n-b,Régulo Caro,63.0,0.725,0.451,8,-7.863,0,0.0334,0.331,0.0,0.0914,0.613,129.987,3
Mujer De Pierda,4US4uNDUynAor7UMaQHaxv,r-n-b,Gerardo Ortiz,65.0,0.683,0.481,7,-6.931,1,0.0444,0.545,0.0,0.0741,0.971,148.223,1
Live And Die,19n9s9SfnLtwPEODqk8KCT,r-n-b,The Avett Brothers,54.0,0.585,0.779,11,-5.083,1,0.0269,0.0827,1.77e-06,0.151,0.58,118.015,1
Okie From Muskogee - Re-Recorded,3clB1MI7aKn0N9X1KuWK8n,r-n-b,Merle Haggard,57.0,0.683,0.416,4,-12.967,1,0.0536,0.462,0.0,0.384,0.738,142.386,4
Es Tuyo Mi Amor,3Tshb8DCw7TEdnNMJc8Yuw,r-n-b,Banda MS de Sergio Lizárraga,61.0,0.717,0.546,7,-6.493,1,0.0798,0.436,0.0,0.0667,0.964,157.296,1
The Suburbs,2UWdUez9MB9yzL7Y81Mcip,r-n-b,Arcade Fire,64.0,0.616,0.682,6,-6.148,0,0.0265,0.0578,0.0241,0.342,0.528,117.78,3
We're All Alone,2QDnRMFfnes9DUWc6HgixI,r-n-b,Rita Coolidge,66.0,0.332,0.429,7,-8.376,1,0.0287,0.356,3.18e-05,0.0619,0.239,128.073,4
Last Train to Clarksville - Original Stereo Version; 2006 Remaster,3h4t9qpFktohHeUQc3hZCa,r-n-b,The Monkees,54.0,0.239,0.618,0,-8.464,1,0.033,0.0305,0.0,0.721,0.683,197.499,2
If I Ever Fall In Love,0uOPGU4CbYxzFxn6T7sblW,r-n-b,Shai,56.0,0.631,0.304,10,-12.239,0,0.0349,0.0949,0.0,0.285,0.183,128.019,3
Back That Thang Up,5jbKpvtoxZB14tbnBafMuL,r-n-b,JUVENILE,56.0,0.718,0.708,7,-5.229,1,0.289,0.0807,0.0,0.132,0.49,191.601,0
All My Friends,2WgbFkQQswVVEWnyKnFo2q,r-n-b,The Revivalists,57.0,0.602,0.837,4,-4.897,0,0.0408,0.111,3.01e-06,0.58,0.357,90.038,3
En la Sierra y la Ciudad (La China),4d87IagHd2tUKqPup408jJ,r-n-b,La Adictiva Banda San José de Mesillas,54.0,0.796,0.618,3,-5.801,1,0.0373,0.547,6.03e-05,0.031,0.971,122.469,1
Sería Un Error,4gEg092KBuj6T6RfABNBbc,r-n-b,Régulo Caro,61.0,0.702,0.581,9,-5.417,1,0.232,0.784,0.0,0.104,0.538,147.764,0
Amor Confuso,4DylHCW46VE8AmQiW1EjUZ,r-n-b,Gerardo Ortiz,61.0,0.472,0.673,10,-2.798,1,0.0288,0.611,0.000237,0.0973,0.805,149.605,1
Run It,03zAw2uv4CfkW2quov1fWy,r-n-b,My Morning Jacket,53.0,0.636,0.532,5,-10.06,1,0.0472,0.701,0.00775,0.104,0.724,77.655,4
Millonario De Amor,7LCymER3kimMSSMBnuyEub,r-n-b,"Sergio Vega ""El Shaka""",62.0,0.638,0.588,5,-2.282,1,0.0359,0.429,0.0,0.31,0.904,154.162,1
Oh Sheila,5PM96PMKMfD1lLX2lryUsG,r-n-b,Ready For The World,56.0,0.798,0.577,0,-10.347,1,0.0777,0.0234,0.00112,0.0728,0.835,128.82,1
The Boxer feat. Mumford & Sons and Paul Simon,73C8vVm2BRLLBQ8FH6N6Qm,r-n-b,Jerry Douglas,55.0,0.502,0.372,0,-10.996,1,0.0313,0.677,5.61e-05,0.104,0.257,98.607,4
What Would You Say,6yu913P5J0mUmbX4ZDofEv,r-n-b,Dave Matthews Band,54.0,0.639,0.942,2,-4.68,1,0.05,0.12,0.000445,0.0682,0.636,119.673,1
This Magic Moment,74i6ZrnR1WzZsuc3qrJg7I,r-n-b,Jay & The Americans,56.0,0.517,0.59,0,-7.468,1,0.0336,0.41,0.072,0.178,0.681,122.858,1
Si Tu Amor No Vuelve,4BU4gDeAJ2BTLWqCs9SRU4,r-n-b,La Arrolladora Banda El Limón De Rene Camacho,67.0,0.728,0.408,0,-6.66,1,0.0401,0.807,1.45e-05,0.0727,0.806,124.02,1
Come A Little Bit Closer,0cLZ9ecuhocv99BICMb59O,r-n-b,Jay & The Americans,57.0,0.594,0.716,3,-8.429,1,0.043,0.659,0.000829,0.363,0.847,132.309,1
Midnight Lorry,0OoODSk0hu4WWmi3yKbRP3,r-n-b,DISPATCH,55.0,0.497,0.638,0,-6.564,1,0.0316,0.394,0.00249,0.133,0.569,82.285,1
Draggin' the Line,4WYFQLVqla6tpYtKsSqcgu,r-n-b,Tommy James & The Shondells,55.0,0.669,0.583,1,-9.165,0,0.0689,0.0521,1.52e-05,0.177,0.647,114.548,3
Let's Twist Again,1INWPr855fwWdAOeecbu0W,r-n-b,Chubby Checker,70.0,0.604,0.709,8,-6.377,1,0.158,0.0987,0.0,0.0551,0.907,167.832,1
My Lady's On Fire,5EbTamOuKNYlEsOUGc51kE,r-n-b,Ty Segall,58.0,0.319,0.496,3,-9.113,1,0.0333,0.176,0.000655,0.107,0.321,82.795,4
I Think We're Alone Now - Single Version,3AXDLGI5TIYi72JcYFvNpv,r-n-b,Tommy James & The Shondells,57.0,0.783,0.42,11,-11.05,0,0.103,0.0722,0.0316,0.0692,0.716,131.75,3
In The Still of the Night,0GVvRmCoiLkhxJvlZy9bLk,r-n-b,The Five Satins,58.0,0.43,0.33,6,-10.621,1,0.0353,0.876,0.0,0.105,0.316,108.824,4
La Más Deseada,3KvOyxyr3g0OoxuMc0iXUi,r-n-b,Valentín Elizalde,64.0,0.679,0.572,0,-4.721,1,0.0468,0.449,0.000174,0.0845,0.962,165.39,1
No Te Creas Tan Importante,3WjFVB8Cbh9DCnrFgwFSQP,r-n-b,El Bebeto,65.0,0.598,0.663,0,-2.715,1,0.0551,0.661,3.48e-06,0.0368,0.969,189.939,1
Cómo Me Duele,38jXCpkXh5h6rfrTmNNADe,r-n-b,Valentín Elizalde,60.0,0.789,0.778,10,-5.688,1,0.041,0.469,5.72e-05,0.25,0.977,153.181,1
La Loba Del Mal,4vTE5bezBMCaS2aRSkW7nD,r-n-b,El As De La Sierra,57.0,0.571,0.585,2,-7.357,1,0.0899,0.191,0.0,0.128,0.966,77.153,1
Rebellion (Lies),0xOeB16JDbBJBJKSdHbElT,r-n-b,Arcade Fire,65.0,0.401,0.933,8,-5.682,1,0.0344,0.00744,0.627,0.318,0.734,127.193,5
La Mayiza,2KAgDf5bo08d4GhZAix9nL,r-n-b,El Fantasma,59.0,0.705,0.581,2,-4.022,0,0.0633,0.669,2.72e-05,0.0569,0.972,154.51,3
Back That Azz Up,525yPO8r5J6kLostDxm3XK,r-n-b,JUVENILE,57.0,0.752,0.82,2,-3.35,0,0.257,0.0339,0.0,0.0998,0.528,191.685,0
Untrust Us,6RpuNjTsUQo7eByN3kWvYx,r-n-b,Crystal Castles,58.0,0.609,0.807,11,-5.405,0,0.0283,0.0376,0.204,0.13,0.203,125.906,3
Babooshka - 2018 Remaster,6VpNGCU2ig4NQmsLfALdJU,r-n-b,Kate Bush,64.0,0.49,0.362,5,-12.047,0,0.0382,0.762,1.14e-05,0.0671,0.292,108.866,4
Feel Like Pop,5c6koqTfHw2wvb7LaFWWrC,r-n-b,Rah Swish,57.0,0.724,0.647,1,-6.164,1,0.332,0.108,0.0,0.348,0.437,147.047,0
"Love Is All Around - From ""Four Weddings And A Funeral""",0PCGfA36HrVPmsBZJ57zOU,r-n-b,Wet Wet Wet,75.0,0.523,0.689,10,-6.58,1,0.027,0.228,0.0,0.109,0.547,84.09,1
Sangoloteadito,42D6y1VGayuix2t3XRMz1u,r-n-b,Joan Sebastian,53.0,0.647,0.861,0,-5.199,1,0.0755,0.638,4.31e-06,0.0465,0.96,102.093,1
Proud Of Me Now,0DNOrkMQjmB0W99PU2LlDe,r-n-b,Sheff G,56.0,0.837,0.51,8,-8.593,0,0.139,0.866,0.0249,0.289,0.732,130.006,3
El Mechón,7dbOcZwBpDCUqR7sIz3djU,r-n-b,Banda MS de Sergio Lizárraga,58.0,0.788,0.715,10,-4.71,1,0.0919,0.393,3.53e-06,0.0613,0.905,79.991,1
Fly With Me (feat. Conway the Machine),1sgFFV3J62Q9NTqbxS1ShI,r-n-b,Benny The Butcher,56.0,0.696,0.754,8,-7.232,1,0.326,0.029,0.0,0.108,0.511,86.521,0
Crimson & Clover,6FEKEO3y7QFcMwoGeR0GtU,r-n-b,Tommy James & The Shondells,57.0,0.456,0.609,11,-11.767,1,0.068,0.275,0.0198,0.108,0.682,84.441,1
Whiskey,5WsxLkPL1QRKRfCed6qTTn,r-n-b,Trampled by Turtles,53.0,0.599,0.488,0,-8.046,0,0.0297,0.179,0.00523,0.137,0.353,128.534,3
Hey Santa Claus,2SVUJQfhNxFx6dMK1JivFw,r-n-b,The Moonglows,55.0,0.656,0.414,1,-11.673,1,0.0373,0.753,0.0,0.439,0.594,151.748,4
I Fought the Law - Single Version,6Um3XCAxl9YfFmAnGl93xc,r-n-b,The Bobby Fuller Four,59.0,0.593,0.804,7,-5.497,1,0.0319,0.105,2.22e-06,0.047,0.962,148.959,1
Our Day Will Come,4NDpn6yfD5aqafYWFEaJDz,r-n-b,Amy Winehouse,65.0,0.705,0.634,5,-6.083,0,0.0282,0.0405,3.53e-05,0.349,0.639,98.008,3
Hasta Que Amanezca,67mC1sqidIwycByzWmT96o,r-n-b,Joan Sebastian,63.0,0.477,0.458,6,-6.927,1,0.0508,0.676,0.0,0.23,0.895,168.913,1
El Trokero Lokochon,6wMYwA7VyjkvTFUPj2LgyB,r-n-b,Gerardo Ortiz,62.0,0.515,0.938,11,-1.941,1,0.122,0.585,0.0,0.309,0.924,175.887,2
Where Is My Mind?,2dJrn376fJPUCj1f4txnRQ,r-n-b,Trampled by Turtles,54.0,0.523,0.482,4,-6.646,1,0.0245,0.612,0.0103,0.264,0.283,79.581,4
Baddie Betty Boop,5NQEUJEwsroV07IdqnARKx,r-n-b,Sleepy Hallow,56.0,0.839,0.668,1,-6.01,1,0.307,0.486,3.95e-06,0.172,0.638,138.014,0
Cuando Fuimos Nada,4V3oSMh34oj9SP4KX9do3Y,r-n-b,Joss Favela,64.0,0.741,0.468,7,-6.289,1,0.0438,0.661,0.0,0.111,0.735,139.93,1
Catarino y los Rurales,3KXnVMFgHKnJFkoot8yJBU,r-n-b,El Fantasma,59.0,0.39,0.644,8,-4.116,1,0.0415,0.678,0.000113,0.175,0.969,159.504,2
Alone,5H06kjjKa1Oz8BZcGeplel,r-n-b,Trampled by Turtles,54.0,0.546,0.432,0,-10.637,1,0.0321,0.758,0.4,0.0976,0.277,141.09,4
Tyrone,0axsMumJxKRTuYCMb9oeWl,r-n-b,My Morning Jacket,55.0,0.6,0.409,11,-10.353,1,0.0411,0.125,0.00483,0.161,0.47,131.397,1
Wetty,6DuxLU1Uqvjgz1S2YdcpbG,r-n-b,Fivio Foreign,58.0,0.538,0.678,2,-5.611,1,0.381,0.0519,0.0,0.119,0.524,70.443,0
Las Cosas No Se Hacen Así,4CAoxv3Sppq7udbStUqk9D,r-n-b,Banda MS de Sergio Lizárraga,62.0,0.785,0.395,10,-8.216,1,0.035,0.195,0.000113,0.137,0.766,119.891,1
Donna - Single Version,0VE4ayVlGs5DBoqOdgJ0Zv,r-n-b,Ritchie Valens,59.0,0.472,0.225,5,-12.581,1,0.0263,0.864,0.0,0.111,0.29,100.299,4
Lollipop,1hFB1obL3dCyIDigkojSTm,r-n-b,The Chordettes,58.0,0.65,0.593,7,-6.374,0,0.122,0.585,0.00244,0.441,0.825,143.179,3
Beggin',2S6XOQqWqUBIySUU00vMru,r-n-b,Frankie Valli & The Four Seasons,61.0,0.59,0.356,2,-14.656,0,0.0404,0.0651,0.0,0.167,0.375,129.639,4
Polvo Y Nada,3hxmYDtf38nK7MLtbdaHFj,r-n-b,Pancho Barraza,62.0,0.678,0.696,7,-5.124,1,0.0293,0.0493,0.0,0.0501,0.817,119.973,1
Vanidosa,4iN0LgZ4SwAIVJ7VRrsd27,r-n-b,Banda Cuisillos,62.0,0.801,0.621,10,-7.956,1,0.0354,0.261,0.0755,0.0552,0.966,109.887,1
In My Pocket,2GyiPfu3exRASKLKZ8p6FB,r-n-b,Pimp C,54.0,0.772,0.746,8,-4.334,1,0.152,0.0173,0.0,0.0875,0.719,155.967,1
Who's Sorry Now,4bzvhZFlV9UqQ3EmV2i8s4,r-n-b,Connie Francis,61.0,0.522,0.326,3,-6.448,1,0.0273,0.755,2.26e-05,0.36,0.443,87.535,4
En Preparacion,5I0SHuT00cgXe7F2MUzEyH,r-n-b,Gerardo Ortiz,60.0,0.732,0.87,0,-2.252,1,0.0595,0.536,0.0,0.177,0.962,118.034,1
One Big Holiday,5boh3WTOJ1aOF6uUEF4HPh,r-n-b,My Morning Jacket,54.0,0.412,0.917,9,-7.036,0,0.0525,0.0925,0.0143,0.24,0.313,136.85,2
A Quick One Before the Eternal Worm Devours Connecticut,34dkZZNQJzEJRqPkywYmEY,r-n-b,Have A Nice Life,58.0,0.365,0.172,9,-19.388,1,0.0336,0.608,0.93,0.305,0.0369,74.53,5
